window_start,device,pkt_count,total_bytes,outgoing_pkts,incoming_pkts,outgoing_bytes,incoming_bytes,avg_pkt_size,max_pkt_size,min_pkt_size,label
53060.0,Canary,16,2382,10,6,1619,763,148.875,569,40,Canary
53060.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
53060.0,ChineseWebcam,2,101,1,1,53,48,50.5,53,48,ChineseWebcam
53060.0,Gateway,6,979,6,0,979,0,163.16666666666666,350,84,Gateway
53060.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
53060.0,GoogleHomeMini,9,704,5,4,372,332,78.22222222222223,88,60,GoogleHomeMini
53060.0,HarmonKardonInvoke,7,2818,6,1,2297,521,402.57142857142856,1289,52,HarmonKardonInvoke
53060.0,LogitechLogiCircle,258,215613,165,93,210777,4836,835.7093023255813,1500,52,LogitechLogiCircle
53060.0,MiCasaVerdeVeraLite,2,836,2,0,836,0,418.0,425,411,MiCasaVerdeVeraLite
53060.0,PhilipsHUEHub,105,13153,101,4,12913,240,125.26666666666667,332,40,PhilipsHUEHub
53060.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
53060.0,SamsungSmartTV,6,1030,6,0,1030,0,171.66666666666666,226,63,SamsungSmartTV
53060.0,SamsungSmartThingsHub,87,4869,87,0,4869,0,55.96551724137931,159,52,SamsungSmartThingsHub
53060.0,SecurifiAlmond,1,84,1,0,84,0,84.0,84,84,SecurifiAlmond
53060.0,Wink2Hub,3,342,1,2,137,205,114.0,153,52,Wink2Hub
53060.0,WithingsHome,3,444,2,1,263,181,148.0,211,52,WithingsHome
53065.0,CasetaWirelessHub,3,218,2,1,135,83,72.66666666666667,83,52,CasetaWirelessHub
53065.0,Gateway,1,243,1,0,243,0,243.0,243,243,Gateway
53065.0,GoogleHome,14,2208,13,1,2156,52,157.71428571428572,401,52,GoogleHome
53065.0,GoogleHomeMini,4,1270,4,0,1270,0,317.5,397,238,GoogleHomeMini
53065.0,LogitechLogiCircle,264,219127,169,95,214187,4940,830.0265151515151,1500,52,LogitechLogiCircle
53065.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
53065.0,PhilipsHUEHub,72,10668,72,0,10668,0,148.16666666666666,345,52,PhilipsHUEHub
53065.0,RingDoorbell,21,1211,11,10,660,551,57.666666666666664,187,40,RingDoorbell
53065.0,SamsungSmartTV,10,1608,10,0,1608,0,160.8,226,63,SamsungSmartTV
53065.0,SamsungSmartThingsHub,64,3662,62,2,3503,159,57.21875,159,52,SamsungSmartThingsHub
53065.0,nVidiaShield,2,1144,2,0,1144,0,572.0,572,572,nVidiaShield
53070.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
53070.0,GoogleHomeMini,9,763,6,3,491,272,84.77777777777777,130,52,GoogleHomeMini
53070.0,LogitechLogiCircle,225,184873,143,82,180609,4264,821.6577777777778,1500,52,LogitechLogiCircle
53070.0,PhilipsHUEHub,84,9570,84,0,9570,0,113.92857142857143,325,52,PhilipsHUEHub
53070.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
53070.0,SamsungSmartTV,8,1156,8,0,1156,0,144.5,226,63,SamsungSmartTV
53070.0,SamsungSmartThingsHub,82,4609,82,0,4609,0,56.207317073170735,159,52,SamsungSmartThingsHub
53075.0,AppleTV(4thGen),32,15794,18,14,3797,11997,493.5625,1500,52,AppleTV(4thGen)
53075.0,Gateway,2,669,2,0,669,0,334.5,347,322,Gateway
53075.0,HarmonKardonInvoke,6,3740,4,2,2698,1042,623.3333333333334,1305,52,HarmonKardonInvoke
53075.0,LogitechLogiCircle,267,223709,169,98,218613,5096,837.8614232209737,1500,52,LogitechLogiCircle
53075.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
53075.0,PhilipsHUEHub,58,6484,58,0,6484,0,111.79310344827586,269,52,PhilipsHUEHub
53075.0,PiperNV,3,350,2,1,203,147,116.66666666666667,151,52,PiperNV
53075.0,RingDoorbell,20,1170,11,9,659,511,58.5,187,40,RingDoorbell
53075.0,SamsungSmartTV,8,1482,8,0,1482,0,185.25,226,63,SamsungSmartTV
53075.0,SamsungSmartThingsHub,58,3246,58,0,3246,0,55.96551724137931,159,52,SamsungSmartThingsHub
53080.0,AmazonFireTV,1,40,0,1,0,40,40.0,40,40,AmazonFireTV
53080.0,Canary,6,428,3,3,241,187,71.33333333333333,137,52,Canary
53080.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
53080.0,Gateway,1,84,1,0,84,0,84.0,84,84,Gateway
53080.0,HarmonKardonInvoke,5,396,3,2,244,152,79.2,105,52,HarmonKardonInvoke
53080.0,LogitechHarmonyHub,1,84,1,0,84,0,84.0,84,84,LogitechHarmonyHub
53080.0,LogitechLogiCircle,256,215403,162,94,210515,4888,841.41796875,1500,52,LogitechLogiCircle
53080.0,PhilipsHUEHub,87,9726,87,0,9726,0,111.79310344827586,309,52,PhilipsHUEHub
53080.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
53080.0,SamsungSmartTV,8,1156,8,0,1156,0,144.5,226,63,SamsungSmartTV
53080.0,SamsungSmartThingsHub,87,4869,87,0,4869,0,55.96551724137931,159,52,SamsungSmartThingsHub
53085.0,AmazonEchoGen1,8,758,5,3,561,197,94.75,187,40,AmazonEchoGen1
53085.0,BelkinWeMoMotionSensor,1,84,1,0,84,0,84.0,84,84,BelkinWeMoMotionSensor
53085.0,Canary,5,709,3,2,337,372,141.8,235,52,Canary
53085.0,Gateway,3,497,3,0,497,0,165.66666666666666,339,74,Gateway
53085.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
53085.0,GoogleHomeMini,4,208,2,2,104,104,52.0,52,52,GoogleHomeMini
53085.0,LogitechLogiCircle,226,184748,143,83,180432,4316,817.4690265486726,1500,52,LogitechLogiCircle
53085.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
53085.0,PhilipsHUEHub,83,12677,75,8,12106,571,152.73493975903614,1173,40,PhilipsHUEHub
53085.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
53085.0,SamsungSmartTV,41,11976,28,13,5791,6185,292.0975609756098,1500,40,SamsungSmartTV
53085.0,SamsungSmartThingsHub,59,3298,59,0,3298,0,55.898305084745765,159,52,SamsungSmartThingsHub
53085.0,Sonos,25,11480,13,12,10688,792,459.2,1500,52,Sonos
53085.0,Wink2Hub,4,394,2,2,205,189,98.5,153,52,Wink2Hub
53090.0,AugustDoorbellCam,5,470,3,2,276,194,94.0,140,52,AugustDoorbellCam
53090.0,BelkinWeMoMotionSensor,1,84,1,0,84,0,84.0,84,84,BelkinWeMoMotionSensor
53090.0,CasetaWirelessHub,4,304,2,2,152,152,76.0,76,76,CasetaWirelessHub
53090.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
53090.0,ChineseWebcam,2,101,1,1,53,48,50.5,53,48,ChineseWebcam
53090.0,D-LinkDCS-5009LCamera,4,1229,4,0,1229,0,307.25,331,287,D-LinkDCS-5009LCamera
53090.0,Gateway,1,84,1,0,84,0,84.0,84,84,Gateway
53090.0,GoogleHomeMini,2,244,2,0,244,0,122.0,122,122,GoogleHomeMini
53090.0,LogitechHarmonyHub,1,360,1,0,360,0,360.0,360,360,LogitechHarmonyHub
53090.0,LogitechLogiCircle,262,220614,166,96,215622,4992,842.0381679389313,1500,52,LogitechLogiCircle
53090.0,MiCasaVerdeVeraLite,11,4390,11,0,4390,0,399.09090909090907,437,349,MiCasaVerdeVeraLite
53090.0,PhilipsHUEHub,134,18838,130,4,18598,240,140.5820895522388,952,40,PhilipsHUEHub
53090.0,SamsungSmartTV,7,1437,7,0,1437,0,205.28571428571428,407,63,SamsungSmartTV
53090.0,SamsungSmartThingsHub,122,9532,117,5,9076,456,78.1311475409836,1290,52,SamsungSmartThingsHub
53090.0,Sonos,21,8741,21,0,8741,0,416.23809523809524,444,364,Sonos
53090.0,Wink2Hub,8,1629,6,2,1424,205,203.625,331,52,Wink2Hub
53090.0,WithingsHome,3,444,2,1,263,181,148.0,211,52,WithingsHome
53095.0,CasetaWirelessHub,2,152,1,1,76,76,76.0,76,76,CasetaWirelessHub
53095.0,GoogleHome,4,208,2,2,104,104,52.0,52,52,GoogleHome
53095.0,GoogleHomeMini,8,416,4,4,208,208,52.0,52,52,GoogleHomeMini
53095.0,HarmonKardonInvoke,8,3844,4,4,2698,1146,480.5,1305,52,HarmonKardonInvoke
53095.0,LogitechLogiCircle,225,187162,143,82,182898,4264,831.8311111111111,1500,52,LogitechLogiCircle
53095.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
53095.0,PhilipsHUEHub,79,12504,77,2,12418,86,158.27848101265823,332,40,PhilipsHUEHub
53095.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
53095.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
53095.0,SamsungSmartTV,11,2008,11,0,2008,0,182.54545454545453,400,63,SamsungSmartTV
53095.0,SamsungSmartThingsHub,65,4560,64,1,4154,406,70.15384615384616,406,52,SamsungSmartThingsHub
53095.0,Sonos,2,1012,2,0,1012,0,506.0,586,426,Sonos
53100.0,BelkinWeMoMotionSensor,1,427,1,0,427,0,427.0,427,427,BelkinWeMoMotionSensor
53100.0,Gateway,2,461,2,0,461,0,230.5,335,126,Gateway
53100.0,GoogleHome,8,711,5,3,439,272,88.875,130,52,GoogleHome
53100.0,HarmonKardonInvoke,3,416,2,1,194,222,138.66666666666666,222,52,HarmonKardonInvoke
53100.0,LogitechHarmonyHub,26,2184,14,12,1178,1006,84.0,299,40,LogitechHarmonyHub
53100.0,LogitechLogiCircle,259,218617,164,95,213677,4940,844.081081081081,1500,52,LogitechLogiCircle
53100.0,PhilipsHUEHub,101,14579,101,0,14579,0,144.34653465346534,332,52,PhilipsHUEHub
53100.0,SamsungSmartTV,8,1156,8,0,1156,0,144.5,226,63,SamsungSmartTV
53100.0,SamsungSmartThingsHub,90,5381,90,0,5381,0,59.78888888888889,159,52,SamsungSmartThingsHub
53100.0,SecurifiAlmond,4,328,2,2,224,104,82.0,127,52,SecurifiAlmond
53105.0,AmazonEchoGen1,2,152,1,1,76,76,76.0,76,76,AmazonEchoGen1
53105.0,AmazonFireTV,2,156,2,0,156,0,78.0,78,78,AmazonFireTV
53105.0,AppleTV(4thGen),35,15935,19,16,3834,12101,455.2857142857143,1500,52,AppleTV(4thGen)
53105.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
53105.0,Gateway,3,431,3,0,431,0,143.66666666666666,263,84,Gateway
53105.0,GoogleHome,18,1300,11,7,760,540,72.22222222222223,135,52,GoogleHome
53105.0,HarmonKardonInvoke,2,478,2,0,478,0,239.0,239,239,HarmonKardonInvoke
53105.0,LogitechLogiCircle,263,222529,169,94,217641,4888,846.1178707224335,1500,52,LogitechLogiCircle
53105.0,MiCasaVerdeVeraLite,5,356,3,2,172,184,71.2,92,40,MiCasaVerdeVeraLite
53105.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
53105.0,PhilipsHUEHub,66,8550,66,0,8550,0,129.54545454545453,332,52,PhilipsHUEHub
53105.0,PiperNV,18,2666,11,7,2051,615,148.11111111111111,521,52,PiperNV
53105.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
53105.0,Roku4,6,328,4,2,216,112,54.666666666666664,60,52,Roku4
53105.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
53105.0,SamsungSmartTV,8,1482,8,0,1482,0,185.25,226,63,SamsungSmartTV
53105.0,SamsungSmartThingsHub,62,3638,62,0,3638,0,58.67741935483871,159,52,SamsungSmartThingsHub
53110.0,AmazonEchoGen1,2,364,2,0,364,0,182.0,187,177,AmazonEchoGen1
53110.0,AugustDoorbellCam,20,9782,13,7,5765,4017,489.1,1500,52,AugustDoorbellCam
53110.0,Canary,2,189,1,1,137,52,94.5,137,52,Canary
53110.0,Gateway,5,753,5,0,753,0,150.6,259,84,Gateway
53110.0,GoogleHome,8,556,4,4,256,300,69.5,88,52,GoogleHome
53110.0,HarmonKardonInvoke,2,478,2,0,478,0,239.0,239,239,HarmonKardonInvoke
53110.0,LogitechHarmonyHub,1,84,1,0,84,0,84.0,84,84,LogitechHarmonyHub
53110.0,LogitechLogiCircle,233,190882,146,87,186358,4524,819.2360515021459,1500,52,LogitechLogiCircle
53110.0,PhilipsHUEHub,91,9934,91,0,9934,0,109.16483516483517,269,52,PhilipsHUEHub
53110.0,PiperNV,18,6031,9,9,2113,3918,335.05555555555554,1500,52,PiperNV
53110.0,SamsungSmartTV,26,6946,19,7,2202,4744,267.15384615384613,1500,40,SamsungSmartTV
53110.0,SamsungSmartThingsHub,91,5077,91,0,5077,0,55.79120879120879,159,52,SamsungSmartThingsHub
53115.0,AmazonEchoGen1,4,242,2,2,121,121,60.5,81,40,AmazonEchoGen1
53115.0,AugustDoorbellCam,6,546,3,3,187,359,91.0,255,52,AugustDoorbellCam
53115.0,BelkinWeMoLink,4,388,2,2,228,160,97.0,188,40,BelkinWeMoLink
53115.0,Canary,8,1145,4,4,401,744,143.125,235,52,Canary
53115.0,CasetaWirelessHub,2,168,1,1,84,84,84.0,84,84,CasetaWirelessHub
53115.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
53115.0,D-LinkDCS-5009LCamera,4,1229,4,0,1229,0,307.25,331,287,D-LinkDCS-5009LCamera
53115.0,Gateway,2,411,2,0,411,0,205.5,257,154,Gateway
53115.0,GoogleHome,2,244,2,0,244,0,122.0,122,122,GoogleHome
53115.0,GoogleHomeMini,2,104,1,1,52,52,52.0,52,52,GoogleHomeMini
53115.0,LogitechLogiCircle,263,224237,168,95,219297,4940,852.6121673003802,1500,52,LogitechLogiCircle
53115.0,MiCasaVerdeVeraLite,9,3554,9,0,3554,0,394.8888888888889,437,349,MiCasaVerdeVeraLite
53115.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
53115.0,PhilipsHUEHub,82,11508,76,6,11041,467,140.34146341463415,1173,52,PhilipsHUEHub
53115.0,PiperNV,61,31174,25,36,4701,26473,511.04918032786884,1500,52,PiperNV
53115.0,RingDoorbell,20,1153,10,10,602,551,57.65,187,40,RingDoorbell
53115.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
53115.0,SamsungSmartTV,10,1608,10,0,1608,0,160.8,226,63,SamsungSmartTV
53115.0,SamsungSmartThingsHub,87,8046,76,11,5522,2524,92.48275862068965,1500,40,SamsungSmartThingsHub
53115.0,Sonos,46,20221,34,12,19429,792,439.5869565217391,1500,52,Sonos
53115.0,Wink2Hub,4,1235,4,0,1235,0,308.75,331,291,Wink2Hub
53120.0,AmazonEchoGen1,2,115,1,1,52,63,57.5,63,52,AmazonEchoGen1
53120.0,AugustDoorbellCam,8,671,4,4,342,329,83.875,140,52,AugustDoorbellCam
53120.0,BelkinWeMoLink,3,252,3,0,252,0,84.0,84,84,BelkinWeMoLink
53120.0,Canary,27,10539,16,11,3345,7194,390.3333333333333,1500,40,Canary
53120.0,ChineseWebcam,2,101,1,1,53,48,50.5,53,48,ChineseWebcam
53120.0,Gateway,6,770,6,0,770,0,128.33333333333334,350,84,Gateway
53120.0,GoogleHomeMini,22,1648,13,9,912,736,74.9090909090909,135,52,GoogleHomeMini
53120.0,HarmonKardonInvoke,4,1930,2,2,1357,573,482.5,1305,52,HarmonKardonInvoke
53120.0,LogitechLogiCircle,255,220822,164,91,216090,4732,865.9686274509804,1500,52,LogitechLogiCircle
53120.0,MiCasaVerdeVeraLite,3,920,3,0,920,0,306.6666666666667,425,84,MiCasaVerdeVeraLite
53120.0,PhilipsHUEHub,106,13173,102,4,12933,240,124.27358490566037,332,40,PhilipsHUEHub
53120.0,PiperNV,4,810,2,2,706,104,202.5,409,52,PiperNV
53120.0,Roku4,1,84,1,0,84,0,84.0,84,84,Roku4
53120.0,SamsungSmartTV,6,1030,6,0,1030,0,171.66666666666666,226,63,SamsungSmartTV
53120.0,SamsungSmartThingsHub,89,4973,89,0,4973,0,55.87640449438202,159,52,SamsungSmartThingsHub
53120.0,SecurifiAlmond,2,168,2,0,168,0,84.0,84,84,SecurifiAlmond
53120.0,Wink2Hub,3,342,1,2,137,205,114.0,153,52,Wink2Hub
53120.0,WithingsHome,3,444,2,1,263,181,148.0,211,52,WithingsHome
53125.0,AugustDoorbellCam,5,384,0,5,0,384,76.8,83,52,AugustDoorbellCam
53125.0,BelkinWeMoCrockpot,3,312,3,0,312,0,104.0,104,104,BelkinWeMoCrockpot
53125.0,CasetaWirelessHub,3,218,2,1,135,83,72.66666666666667,83,52,CasetaWirelessHub
53125.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
53125.0,ChineseWebcam,4,684,3,1,492,192,171.0,192,164,ChineseWebcam
53125.0,Gateway,3,312,3,0,312,0,104.0,104,104,Gateway
53125.0,HarmonKardonInvoke,3,1862,2,1,1341,521,620.6666666666666,1289,52,HarmonKardonInvoke
53125.0,LogitechLogiCircle,222,186137,144,78,182081,4056,838.4549549549549,1500,52,LogitechLogiCircle
53125.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
53125.0,PhilipsHUEHub,61,6640,61,0,6640,0,108.85245901639344,269,52,PhilipsHUEHub
53125.0,PiperNV,3,222,1,2,87,135,74.0,87,52,PiperNV
53125.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
53125.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
53125.0,SamsungSmartTV,10,1608,10,0,1608,0,160.8,226,63,SamsungSmartTV
53125.0,SamsungSmartThingsHub,61,3402,61,0,3402,0,55.77049180327869,159,52,SamsungSmartThingsHub
53130.0,AmazonFireTV,7,997,7,0,997,0,142.42857142857142,177,52,AmazonFireTV
53130.0,AugustDoorbellCam,1,83,0,1,0,83,83.0,83,83,AugustDoorbellCam
53130.0,ChineseWebcam,1,164,1,0,164,0,164.0,164,164,ChineseWebcam
53130.0,D-LinkDCS-5009LCamera,10,2578,10,0,2578,0,257.8,331,60,D-LinkDCS-5009LCamera
53130.0,GoogleHomeMini,13,971,8,5,595,376,74.6923076923077,130,52,GoogleHomeMini
53130.0,LogitechLogiCircle,256,219522,164,92,214738,4784,857.5078125,1500,52,LogitechLogiCircle
53130.0,PhilipsHUEHub,92,12868,92,0,12868,0,139.8695652173913,700,52,PhilipsHUEHub
53130.0,SamsungSmartTV,15,2508,15,0,2508,0,167.2,248,52,SamsungSmartTV
53130.0,SamsungSmartThingsHub,84,5221,83,1,5169,52,62.154761904761905,560,52,SamsungSmartThingsHub
53135.0,AmazonFireTV,3,406,3,0,406,0,135.33333333333334,177,52,AmazonFireTV
53135.0,AppleTV(4thGen),5,291,3,2,187,104,58.2,83,52,AppleTV(4thGen)
53135.0,ChamberlainmyQGarageOpener,2,165,1,1,125,40,82.5,125,40,ChamberlainmyQGarageOpener
53135.0,D-LinkDCS-5009LCamera,2,120,2,0,120,0,60.0,60,60,D-LinkDCS-5009LCamera
53135.0,HarmonKardonInvoke,5,396,3,2,244,152,79.2,105,52,HarmonKardonInvoke
53135.0,LogitechLogiCircle,216,186196,140,76,182244,3952,862.0185185185185,1500,52,LogitechLogiCircle
53135.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
53135.0,PhilipsHUEHub,61,7214,61,0,7214,0,118.26229508196721,339,52,PhilipsHUEHub
53135.0,PiperNV,3,350,2,1,203,147,116.66666666666667,151,52,PiperNV
53135.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
53135.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
53135.0,SamsungSmartTV,11,2030,11,0,2030,0,184.54545454545453,248,52,SamsungSmartTV
53135.0,SamsungSmartThingsHub,59,3298,59,0,3298,0,55.898305084745765,159,52,SamsungSmartThingsHub
53140.0,AmazonEchoGen1,2,364,2,0,364,0,182.0,187,177,AmazonEchoGen1
53140.0,AmazonFireTV,1,52,1,0,52,0,52.0,52,52,AmazonFireTV
53140.0,AppleTV(4thGen),7,524,4,3,296,228,74.85714285714286,76,68,AppleTV(4thGen)
53140.0,AugustDoorbellCam,2,135,1,1,52,83,67.5,83,52,AugustDoorbellCam
53140.0,Canary,6,428,3,3,241,187,71.33333333333333,137,52,Canary
53140.0,D-LinkDCS-5009LCamera,2,120,2,0,120,0,60.0,60,60,D-LinkDCS-5009LCamera
53140.0,Gateway,2,200,2,0,200,0,100.0,116,84,Gateway
53140.0,GoogleHome,4,208,2,2,104,104,52.0,52,52,GoogleHome
53140.0,GoogleHomeMini,16,1292,8,8,496,796,80.75,147,52,GoogleHomeMini
53140.0,LogitechHarmonyHub,1,84,1,0,84,0,84.0,84,84,LogitechHarmonyHub
53140.0,LogitechLogiCircle,261,224066,167,94,219178,4888,858.4904214559386,1500,52,LogitechLogiCircle
53140.0,PhilipsHUEHub,87,9726,87,0,9726,0,111.79310344827586,309,52,PhilipsHUEHub
53140.0,SamsungSmartTV,9,1208,9,0,1208,0,134.22222222222223,226,52,SamsungSmartTV
53140.0,SamsungSmartThingsHub,87,4869,87,0,4869,0,55.96551724137931,159,52,SamsungSmartThingsHub
53145.0,AmazonEchoGen1,4,242,2,2,121,121,60.5,81,40,AmazonEchoGen1
53145.0,AmazonFireTV,1,177,1,0,177,0,177.0,177,177,AmazonFireTV
53145.0,Canary,5,709,3,2,337,372,141.8,235,52,Canary
53145.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
53145.0,Gateway,2,413,2,0,413,0,206.5,339,74,Gateway
53145.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
53145.0,LogitechLogiCircle,265,224764,169,96,219772,4992,848.166037735849,1500,52,LogitechLogiCircle
53145.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
53145.0,PhilipsHUEHub,79,11336,72,7,10829,507,143.49367088607596,1173,40,PhilipsHUEHub
53145.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
53145.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
53145.0,SamsungSmartTV,42,12224,29,13,6039,6185,291.04761904761904,1500,40,SamsungSmartTV
53145.0,SamsungSmartThingsHub,57,3194,57,0,3194,0,56.03508771929825,159,52,SamsungSmartThingsHub
53145.0,Sonos,25,11480,13,12,10688,792,459.2,1500,52,Sonos
53150.0,AugustDoorbellCam,6,536,4,2,342,194,89.33333333333333,140,52,AugustDoorbellCam
53150.0,BelkinWeMoMotionSensor,2,168,2,0,168,0,84.0,84,84,BelkinWeMoMotionSensor
53150.0,ChineseWebcam,2,101,1,1,53,48,50.5,53,48,ChineseWebcam
53150.0,D-LinkDCS-5009LCamera,5,1289,5,0,1289,0,257.8,331,60,D-LinkDCS-5009LCamera
53150.0,Gateway,3,518,3,0,518,0,172.66666666666666,350,84,Gateway
53150.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
53150.0,GoogleHomeMini,2,244,2,0,244,0,122.0,122,122,GoogleHomeMini
53150.0,HarmonKardonInvoke,7,3776,4,3,2682,1094,539.4285714285714,1289,52,HarmonKardonInvoke
53150.0,LogitechLogiCircle,232,193882,147,85,189462,4420,835.698275862069,1500,52,LogitechLogiCircle
53150.0,MiCasaVerdeVeraLite,11,4390,11,0,4390,0,399.09090909090907,437,349,MiCasaVerdeVeraLite
53150.0,PhilipsHUEHub,107,13225,103,4,12985,240,123.59813084112149,378,40,PhilipsHUEHub
53150.0,SamsungSmartTV,7,1082,7,0,1082,0,154.57142857142858,226,52,SamsungSmartTV
53150.0,SamsungSmartThingsHub,94,5337,92,2,5178,159,56.776595744680854,159,52,SamsungSmartThingsHub
53150.0,Sonos,21,8741,21,0,8741,0,416.23809523809524,444,364,Sonos
53150.0,Wink2Hub,7,1577,5,2,1372,205,225.28571428571428,331,52,Wink2Hub
53150.0,WithingsHome,3,444,2,1,263,181,148.0,211,52,WithingsHome
53155.0,AmazonFireTV,2,229,2,0,229,0,114.5,177,52,AmazonFireTV
53155.0,CasetaWirelessHub,2,152,1,1,76,76,76.0,76,76,CasetaWirelessHub
53155.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
53155.0,D-LinkDCS-5009LCamera,1,60,1,0,60,0,60.0,60,60,D-LinkDCS-5009LCamera
53155.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
53155.0,GoogleHomeMini,10,630,4,6,208,422,63.0,107,52,GoogleHomeMini
53155.0,HarmonKardonInvoke,4,956,4,0,956,0,239.0,239,239,HarmonKardonInvoke
53155.0,LogitechLogiCircle,276,226975,174,102,221671,5304,822.3731884057971,1500,52,LogitechLogiCircle
53155.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
53155.0,PhilipsHUEHub,64,6774,62,2,6688,86,105.84375,269,40,PhilipsHUEHub
53155.0,RingDoorbell,20,1153,10,10,602,551,57.65,187,40,RingDoorbell
53155.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
53155.0,SamsungSmartTV,10,1608,10,0,1608,0,160.8,226,63,SamsungSmartTV
53155.0,SamsungSmartThingsHub,61,3402,61,0,3402,0,55.77049180327869,159,52,SamsungSmartThingsHub
53155.0,SecurifiAlmond,8,780,4,4,208,572,97.5,143,52,SecurifiAlmond
53160.0,AmazonFireTV,48,17508,48,0,17508,0,364.75,387,339,AmazonFireTV
53160.0,BelkinWeMoMotionSensor,3,348,2,1,228,120,116.0,188,40,BelkinWeMoMotionSensor
53160.0,CasetaWirelessHub,4,304,2,2,152,152,76.0,76,76,CasetaWirelessHub
53160.0,D-LinkDCS-5009LCamera,1,60,1,0,60,0,60.0,60,60,D-LinkDCS-5009LCamera
53160.0,Gateway,1,63,1,0,63,0,63.0,63,63,Gateway
53160.0,GoogleHome,8,711,5,3,439,272,88.875,130,52,GoogleHome
53160.0,HarmonKardonInvoke,3,416,2,1,194,222,138.66666666666666,222,52,HarmonKardonInvoke
53160.0,LogitechLogiCircle,275,224008,172,103,218652,5356,814.5745454545455,1500,52,LogitechLogiCircle
53160.0,PhilipsHUEHub,91,9934,91,0,9934,0,109.16483516483517,309,52,PhilipsHUEHub
53160.0,PiperNV,25,7091,13,12,1557,5534,283.64,1500,40,PiperNV
53160.0,SamsungSmartTV,18,2980,18,0,2980,0,165.55555555555554,272,52,SamsungSmartTV
53160.0,SamsungSmartThingsHub,94,5933,92,2,5829,104,63.11702127659574,570,52,SamsungSmartThingsHub
53160.0,SecurifiAlmond,8,780,4,4,208,572,97.5,143,52,SecurifiAlmond
53160.0,Wink2Hub,4,394,2,2,205,189,98.5,153,52,Wink2Hub
53165.0,AmazonEchoGen1,2,364,2,0,364,0,182.0,187,177,AmazonEchoGen1
53165.0,BelkinWeMoCrockpot,2,252,1,1,200,52,126.0,200,52,BelkinWeMoCrockpot
53165.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
53165.0,D-LinkDCS-5009LCamera,1,60,1,0,60,0,60.0,60,60,D-LinkDCS-5009LCamera
53165.0,GoogleHome,12,2104,12,0,2104,0,175.33333333333334,401,68,GoogleHome
